업소명,소재지(도로명),소재지전화
파트너 식당,대전광역시 중구 수침로55번길 37 (태평동),042-526-9277
맥스원치킨,대전광역시 중구 문화로 78 (산성동),
바나나식당,대전광역시 중구 대종로 673 (중촌동),
백년장수추어탕,대전광역시 중구 계룡로 947 (대사동),042-254-0094
구지짐이와막걸리,"대전광역시 중구 보문로 24, 1층 (문창동)",042-283-8332
우리밥상산에들에,"대전광역시 중구 대흥로175번길 46, 1층 (대흥동)",042-222-9778
캉캉이브칠공팔공,"대전광역시 중구 계룡로882번길 16, 2층 (오류동)",
1.2.3식당,대전광역시 중구 선화로119번길 29 (선화동),042-256-0735
명성 반점 식당,대전광역시 중구 용두로 27 (용두동),042-256-6043
모과나무 식당,대전광역시 중구 목중로4번길 47 (중촌동),042-254-0453
중국대반점,대전광역시 중구 계백로1615번길 34 (유천동),042-525-2673
춘천닭갈비,"대전광역시 중구 대흥로165번길 47, 1층 (대흥동)",042-221-5531
남부식당,대전광역시 중구 대둔산로385번길 13 (산성동),042-581-7769
청석골흑염소식당,대전광역시 중구 유천로47번길 4 (유천동),042-581-3350
새터말 식당,대전광역시 중구 보문로 105 (부사동),
실비식당,대전광역시 중구 대종로610번길 28 (선화동),042-257-6523
경성주막1929대전대흥점,"대전광역시 중구 중앙로130번길 36, 1층 (대흥동)",042-226-7676
일미면옥,대전광역시 중구 계백로1615번길 29 (유천동),042-535-3697
페리카나치킨식당,대전광역시 중구 보문산로161번길 61 (문화동),042-585-6340
심가네,대전광역시 중구 보문산공원로 535 (대사동),042-221-3141
비산비야식당,"대전광역시 중구 선화로 130 (선화동,,240-1)",042-226-6688
예지원식당,"대전광역시 중구 중앙로16번길 27-17, 1~4층 (문화동)",042-222-3522
목동칼국수,대전광역시 중구 목중로19번길 76 (목동),042-252-9101
경남식당,대전광역시 중구 대둔산로 513-1 (유천동),042-582-1203
구천동생고기식당,대전광역시 중구 중촌로28번길 30 (중촌동),042-222-3051
쪽살,"대전광역시 중구 대종로 712-1, 1층 (중촌동)",042-222-2715
예스,대전광역시 중구 계백로 1618 (유천동),042-583-7722
곤드래한우우거지국밥,"대전광역시 중구 문화로 275-16 (문화동,,대사동 248-363)",042-252-1892
신흥식당,"대전광역시 중구 보문로 311 (선화동,,9)",042-256-1682
화평동왕냉면중촌점,대전광역시 중구 어덕마을로 152 (중촌동),042-254-3744
장충동왕족발은행점,"대전광역시 중구 대전천서로 503 (은행동,,4,2-1(1층))",042-221-3300
맛칼국수,대전광역시 중구 선화로 8-7 (용두동),042-255-5236
강쇠쇠곱창,"대전광역시 중구 보문로 21 (문창동,(1층))",042-282-7756
내고향식당,대전광역시 중구 보문산로36번길 9 (산성동),042-585-8624
신세대식당,대전광역시 중구 대둔산로 369-1 (산성동),042-585-9060
헤븐,"대전광역시 중구 보문로254번길 49, 2층 (대흥동)",
영진식당,대전광역시 중구 충무로92번길 82 (부사동),042-252-4286
대전식당,대전광역시 중구 보문로 163-1 (대사동),042-254-8590
옛날식당,대전광역시 중구 동서대로 1228-9 (태평동),042-522-9551
나루터,"대전광역시 중구 보문산공원로 514 (대사동,,210-7)",042-222-7007
여주옥식당,대전광역시 중구 대흥로24번길 21-6 (대사동),042-257-7793
창녕식당,대전광역시 중구 대둔산로385번길 28 (산성동),042-582-8577
옹기마을,대전광역시 중구 계룡로816번길 16 (오류동),042-526-3332
처갓집양념치킨유천오류점,"대전광역시 중구 계백로1603번길 28-6, 1층 (유천동)",042-525-8186
포차천국,"대전광역시 중구 계룡로882번길 11, 1층 (오류동)",042-524-7655
떡집분식식당,대전광역시 중구 유천로142번길 5 (태평동),042-533-8949
둥지식당,대전광역시 중구 유천로 7 (유천동),
티앤티,대전광역시 중구 대종로 287 (부사동),042-255-0109
가마솥집식당,대전광역시 중구 계백로 1709-20 (오류동),042-534-4866
황토우렁이마을,대전광역시 중구 대둔산로 454 (산성동),042-582-0118
이가보쌈별관,대전광역시 중구 수침로55번길 38 (태평동),042-535-9117
최강아구찜중촌점,"대전광역시 중구 중촌로24번길 11, 1층 (중촌동)",042-242-8778
김가네식당2,대전광역시 중구 유천로 17 (유천동),042-285-6610
동천식당,대전광역시 중구 유천로47번길 117 (유천동),042-042-
물식당,"대전광역시 중구 중앙로122번길 38, 2층 (대흥동)",042-253-9385
명문회관,"대전광역시 중구 대종로334번길 79 (문창동,(1층))",042-271-3735
하루,대전광역시 중구 중촌로 26 (중촌동),042-222-9922
큰통치킨(석교점),"대전광역시 중구 돌다리로 13 (석교동,(1층))",042-274-2959
부지깽이식당,대전광역시 중구 계백로1565번길 56 (유천동),
종일반점,"대전광역시 중구 모암로13번길 26 (옥계동,,2)",042-283-9709
위아래복집,"대전광역시 중구 대둔산로 282 (사정동,(1층))",042-581-0999
반가와요,대전광역시 중구 천근로 22 (문화동),042-582-1788
큰손양곱창,대전광역시 중구 오류로 11 (오류동),042-523-0147
두탭스,"대전광역시 중구 중앙로130번길 37-14, 1층 (대흥동)",042-253-7004
코끼리야식,"대전광역시 중구 동서대로1456번길 80 (선화동,(1층))",042-253-3874
서울순대식당,"대전광역시 중구 대종로224번길 8 (석교동,.8)",042-273-3887
정순대,"대전광역시 중구 유천로142번길 9, 1층 (태평동)",042-532-1608
지코바치킨,대전광역시 중구 오류로 68 (오류동),042-532-0494
한가네숯불갈비,대전광역시 중구 어덕마을로150번길 5 (중촌동),042-253-5999
5.5닭갈비,대전광역시 중구 중앙로156번길 49 (은행동),042-252-5551
민이 식당,대전광역시 중구 문화로99번길 82 (유천동),042-582-2609
코코빙,대전광역시 중구 중앙로164번길 35 (은행동),042-226-2028
해뜰날식당,"대전광역시 중구 오류로 111 (오류동,,190-104)",
신가네파전,대전광역시 중구 보문로254번길 47 (대흥동),042-252-5914
신가네주막,"대전광역시 중구 보문로254번길 47, 2층 (대흥동)",
한입만포크,대전광역시 중구 대흥로24번길 33 (대사동),042-254-2332
공주식당,대전광역시 중구 대둔산로 517 (유천동),042-583-8872
왕비성식당,대전광역시 중구 송리로 46 (문화동),042-585-4310
미쓰꿀꿀,대전광역시 중구 대종로593번길 10 (선화동),042-254-4452
국보산삼오리,"대전광역시 중구 대종로460번길 62 (대흥동,(2층))",042-252-5288
이가네감자탕,"대전광역시 중구 대종로505번길 28 (선화동,,38)",042-224-2220
도미식당,"대전광역시 중구 대둔산로 194 (안영동,(1층))",042-582-8987
탁주마을,대전광역시 중구 보문산로 89 (산성동),
셔츠,"대전광역시 중구 보문로260번길 34, 지하1층 (대흥동)",
현대우가촌식당,대전광역시 중구 목척1길 58 (은행동),042-256-8393
김밥사랑,"대전광역시 중구 유천로132번길 29 (102,106)호 (태평동)",042-526-1231
울엄마양평해장국,대전광역시 중구 대종로 79-1 (옥계동),042-282-8886
두메산골식당,"대전광역시 중구 유천로 53, 1층 (유천동)",042-585-2800
가자대패삼겹살,대전광역시 중구 보문산로 117 (산성동),042-583-0330
토마토도시락중촌점,대전광역시 중구 대종로 656 (중촌동),042-221-5462
별미손순대,"대전광역시 중구 당디로 63 (산성동,(1층))",042-581-6062
맛고을,대전광역시 중구 동서대로1322번길 17 (용두동),
옛콩마을,대전광역시 중구 대전천서로 273 (문창동),042-283-1070
풍미식당,대전광역시 중구 대흥로 32 (대흥동),042-253-3228
신마포갈매기식당,대전광역시 중구 중앙로122번길 24 (대흥동),
양재기와주전자식당,대전광역시 중구 계룡로874번길 83 (오류동),042-524-2397
수제왕돈까스,대전광역시 중구 충무로 112 (대사동),
태영생막창,"대전광역시 중구 목중로26번길 52, 1층 (중촌동)",042-256-0142
대구이모타로식당,"대전광역시 중구 대종로480번길 50 (은행동,,24,25(2층))",042-255-0010
나무오향족발,대전광역시 중구 중앙로122번길 38 (대흥동),042-223-3373
더클립,"대전광역시 중구 보문로262번길 32, 1층 (대흥동)",
골목식당,"대전광역시 중구 중앙로109번길 10-2, 1층 (선화동)",042-222-2223
유튜비어,"대전광역시 중구 목중로 14 (중촌동,,13 (1층))",
박가네손칼국수식당,대전광역시 중구 당디로 118 (유천동),042-585-9417
영주식당,대전광역시 중구 서문로43번길 74-2 (문화동),042-584-5461
여수밤바다(감성포차),"대전광역시 중구 계백로1565번길 57, 1층 (유천동)",
옛날해장국,대전광역시 중구 문화로 84 (산성동),042-582-2440
맛골토종칼국수,대전광역시 중구 서문로43번길 68-2 (문화동),042-586-8880
만나대흥본점,"대전광역시 중구 대흥로 138, A동 1,2층 (대흥동)",042-254-2540
광천식당2,"대전광역시 중구 대종로505번길 31, 1층 (선화동)",042-226-4751
대영불고기2식당,"대전광역시 중구 문창로 134-1 (대흥동,,8)",042-252-8947
처갓집양념치킨대흥대사점,대전광역시 중구 충무로 73 (대사동),042-254-9942
명태마을대흥점,대전광역시 중구 대흥로139번길 10 (대흥동),042-222-9680
도쿄돈부리대전은행점,"대전광역시 중구 대종로480번길 16, 1층 (은행동)",
장충동왕족발남대전점,대전광역시 중구 대종로 206 (석교동),042-226-3300
두레박식당,"대전광역시 중구 태평로93번길 12, 1층 (태평동)",042-534-7103
조선곰탕,"대전광역시 중구 문화로 275-10, 1층 (대사동)",042-253-5008
그곳에가면가정한식뷔페,대전광역시 중구 중앙로16번길 28 (문화동),042-221-0031
토방식당,"대전광역시 중구 방아미로66번길 148 (침산동,,138-1)",042-285-4248
두리칼국수식당,대전광역시 중구 대종로 445 (대흥동),042-256-1863
공주순대국밥,대전광역시 중구 대종로505번길 23 (선화동),042-254-2249
맥주마을치킨,"대전광역시 중구 동서대로1466번길 25, 1층 (선화동)",042-255-7730
손수제비,"대전광역시 중구 당디로 63, 1층 (산성동)",042-581-6062
사이야대전오류점,"대전광역시 중구 계룡로874번길 17, 1층 (오류동)",042-535-1082
신라복집,"대전광역시 중구 동서대로 1463, 1,2층 (중촌동)",042-254-0900
산경반점,"대전광역시 중구 돌다리로 14, 2층 (석교동)",042-284-1458
보문산폭포식당,"대전광역시 중구 보문산공원로 514 (대사동,,7)",
한앤둘치킨,"대전광역시 중구 대둔산로 407-7, 1층 (산성동)",
팔로미노,"대전광역시 중구 중교로 37-1, 3층 (대흥동)",042-253-9513
총각왕만두식당,대전광역시 중구 목중로26번길 39 (중촌동),042-253-9556
명동스파게티,대전광역시 중구 중앙로164번길 26 (은행동),042-251-8905
파미향,"대전광역시 중구 대종로505번길 40, 1층 (선화동)",042-221-1550
오리야식당,대전광역시 중구 수침로 102-1 (태평동),042-528-9292
다전국수,"대전광역시 중구 중앙로112번길 24 (대흥동,(1층))",042-221-5355
침산동버드나무집식당,"대전광역시 중구 방아미로66번길 154 (침산동,,135-1,산30-5)",042-285-3073
임창정의모서리족발,대전광역시 중구 계룡로882번길 16 (오류동),042-531-5001
나리네분식,"대전광역시 중구 대종로 104-1, 1층 (옥계동)",042-271-5001
또오고싶은집,대전광역시 중구 대흥로10번길 72 (대흥동),042-256-7994
정생고을식당,대전광역시 중구 산서로 607 (정생동),042-285-6635
순이네집,"대전광역시 중구 중앙로13번길 26 (용두동,(1층))",042-253-7026
사주와타로카드,대전광역시 중구 중앙로164번길 44 (은행동),
비어앤펍안전지대,"대전광역시 중구 유천로86번길 21, 1층 (유천동)",042-524-7731
지짐이와막걸리,"대전광역시 중구 충무로 164 (문창동,15)",042-272-5656
풍산면옥,"대전광역시 중구 대종로 266, 1층 (문창동)",042-273-1999
전통분식,대전광역시 중구 보문로103번길 28 (부사동),042-254-8920
홍두깨칼국수,"대전광역시 중구 충무로107번길 15, 1층 (대흥동)",042-254-8314
통돼지식당,대전광역시 중구 대종로 64 (옥계동),042-273-1467
대박손칼국수,대전광역시 중구 목중로26번길 10 (중촌동),042-222-2346
순자식당,"대전광역시 중구 대둔산로 372-1, 1층 (산성동)",042-583-0342
계동치킨,대전광역시 중구 수침로 70 (태평동),
만나식당,대전광역시 중구 계룡로771번길 22 (용두동),042-258-7609
우리왕만두식당,대전광역시 중구 문창로 6 (문창동),042-284-8022
궁전식당,대전광역시 중구 문창로 13-1 (부사동),042-256-3742
유천주먹구이,대전광역시 중구 유천로 91 (유천동),042-525-3835
보석식당,대전광역시 중구 계백로 1619 (유천동),042-535-0110
장터아구찜,대전광역시 중구 당디로 77 (산성동),042-585-4885
정성식당,대전광역시 중구 대둔산로 479 (산성동),
대들보함흥면옥,"대전광역시 중구 계백로1583번길 39, 1층 (유천동)",042-522-5900
여수아구찜 식당,"대전광역시 중구 동서대로1322번길 43, 1층 (용두동)",042-222-0966
준구네부추껍데기,"대전광역시 중구 평촌로 84 (유천동,,197-2(1층))",042-531-9333
우리집식당,대전광역시 중구 선화서로19번길 8 (선화동),042-256-5696
수레식당,"대전광역시 중구 대종로 248, 1층 (석교동)",042-285-1411
이쁜여우식당,대전광역시 중구 대종로 264 (석교동),042-273-3931
